symbol,et,o,h,l,c,v,vwap,avwap
AAPL,2025-08-24 09:30:00-04:00,10.036,10.066,10.016,10.046,1000.0,10.046,10.046
AAPL,2025-08-24 09:31:00-04:00,10.046,10.076,10.026,10.056,1010.0,10.05102487562189,10.05102487562189
AAPL,2025-08-24 09:32:00-04:00,10.056,10.086,10.036,10.066,1020.0,10.05606600660066,10.05606600660066
AAPL,2025-08-24 09:33:00-04:00,10.066,10.096,10.046,10.076,1030.0,10.06112315270936,10.06112315270936
AAPL,2025-08-24 09:34:00-04:00,10.076,10.106,10.056,10.086,1040.0,10.066196078431373,10.066196078431373
AAPL,2025-08-24 09:35:00-04:00,10.086,10.116,10.066,10.096,1050.0,10.071284552845528,10.071284552845528
AAPL,2025-08-24 09:36:00-04:00,10.096,10.126,10.076,10.106,1060.0,10.076388349514565,10.076388349514565
AAPL,2025-08-24 09:37:00-04:00,10.106,10.136,10.086,10.116,1070.0,10.081507246376813,10.081507246376813
AAPL,2025-08-24 09:38:00-04:00,10.116,10.146,10.096,10.126,1080.0,10.086641025641025,10.086641025641025
AAPL,2025-08-24 09:39:00-04:00,10.126,10.156,10.106,10.136,1090.0,10.09178947368421,10.09178947368421
AMD,2025-08-24 09:30:00-04:00,10.01,10.04,9.99,10.02,1000.0,10.02,10.02
AMD,2025-08-24 09:31:00-04:00,10.02,10.05,10.0,10.03,1010.0,10.02502487562189,10.02502487562189
AMD,2025-08-24 09:32:00-04:00,10.03,10.06,10.01,10.04,1020.0,10.03006600660066,10.03006600660066
AMD,2025-08-24 09:33:00-04:00,10.04,10.07,10.02,10.05,1030.0,10.035123152709359,10.035123152709359
AMD,2025-08-24 09:34:00-04:00,10.05,10.08,10.03,10.06,1040.0,10.040196078431373,10.040196078431373
AMD,2025-08-24 09:35:00-04:00,10.06,10.09,10.04,10.07,1050.0,10.045284552845528,10.045284552845528
AMD,2025-08-24 09:36:00-04:00,10.07,10.1,10.05,10.08,1060.0,10.050388349514563,10.050388349514563
AMD,2025-08-24 09:37:00-04:00,10.08,10.11,10.06,10.09,1070.0,10.055507246376811,10.055507246376811
AMD,2025-08-24 09:38:00-04:00,10.09,10.12,10.07,10.1,1080.0,10.060641025641024,10.060641025641024
AMD,2025-08-24 09:39:00-04:00,10.1,10.13,10.08,10.11,1090.0,10.06578947368421,10.06578947368421
NVDA,2025-08-24 09:30:00-04:00,10.047,10.077,10.027,10.057,1000.0,10.057,10.057
NVDA,2025-08-24 09:31:00-04:00,10.057,10.087,10.037,10.067,1010.0,10.062024875621889,10.062024875621889
NVDA,2025-08-24 09:32:00-04:00,10.067,10.097,10.047,10.077,1020.0,10.06706600660066,10.06706600660066
NVDA,2025-08-24 09:33:00-04:00,10.077,10.107,10.057,10.087,1030.0,10.07212315270936,10.07212315270936
NVDA,2025-08-24 09:34:00-04:00,10.087,10.117,10.067,10.097,1040.0,10.077196078431372,10.077196078431372
NVDA,2025-08-24 09:35:00-04:00,10.097,10.127,10.077,10.107,1050.0,10.082284552845527,10.082284552845527
NVDA,2025-08-24 09:36:00-04:00,10.107,10.137,10.087,10.117,1060.0,10.087388349514562,10.087388349514562
NVDA,2025-08-24 09:37:00-04:00,10.117,10.147,10.097,10.127,1070.0,10.09250724637681,10.09250724637681
NVDA,2025-08-24 09:38:00-04:00,10.127,10.157,10.107,10.137,1080.0,10.097641025641025,10.097641025641025
NVDA,2025-08-24 09:39:00-04:00,10.137,10.167,10.117,10.147,1090.0,10.10278947368421,10.10278947368421
TSLA,2025-08-24 09:30:00-04:00,10.008,10.038,9.988,10.018,1000.0,10.018,10.018
TSLA,2025-08-24 09:31:00-04:00,10.018,10.048,9.998,10.028,1010.0,10.02302487562189,10.02302487562189
TSLA,2025-08-24 09:32:00-04:00,10.028,10.058,10.008,10.038,1020.0,10.02806600660066,10.02806600660066
TSLA,2025-08-24 09:33:00-04:00,10.038,10.068,10.018,10.048,1030.0,10.03312315270936,10.03312315270936
TSLA,2025-08-24 09:34:00-04:00,10.048,10.078,10.028,10.058,1040.0,10.038196078431373,10.038196078431373
TSLA,2025-08-24 09:35:00-04:00,10.058,10.088,10.038,10.068,1050.0,10.043284552845527,10.043284552845527
TSLA,2025-08-24 09:36:00-04:00,10.068,10.098,10.048,10.078,1060.0,10.048388349514564,10.048388349514564
TSLA,2025-08-24 09:37:00-04:00,10.078,10.108,10.058,10.088,1070.0,10.05350724637681,10.05350724637681
TSLA,2025-08-24 09:38:00-04:00,10.088,10.118,10.068,10.098,1080.0,10.058641025641027,10.058641025641027
TSLA,2025-08-24 09:39:00-04:00,10.098,10.128,10.078,10.108,1090.0,10.063789473684212,10.063789473684212
